Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.100.15-38.113.165.138-49687-443-6,38.113.165.138,443,192.168.100.15,49687,6,21/01/2023 12:51:24 PM,1,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,3.1E7,3000000.0,0.5,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,2000000.0,1000000.0,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,63414,1,0,0,0,0,0,0,0,0,0,No Label
189.1.174.47-192.168.100.15-443-49675-6,192.168.100.15,49675,189.1.174.47,443,6,21/01/2023 12:49:54 PM,111067313,14,16,11.0,1.0,1.0,0.0,0.7857142857142857,0.4258153136263201,1.0,0.0,0.06250000000000001,0.25,0.10804258855168307,0.2701064713792077,3829907.3448275873,4915695.885926007,1.0015896E7,37.0,1.00954696E8,7765745.846153846,4403419.722486507,1.0157891E7,18743.0,1.11067313E8,7404487.533333333,4593806.076348594,1.015054E7,10190.0,0,0,0,0,280,464,0.12604968664363025,0.14405678473557743,0.0,1.0,0.41935483870967744,0.501610310127101,0.2516129032258065,0,0,0,0,1,0,0,0,1.0,0.43333333333333335,0.7857142857142857,0.0625,0,0,0,0,0,0,14,11,16,1,-1,501,11,0,81750.54545454546,20112.22901303402,141995.0,72005.0,1.0008607E7,4580.869633595677,1.0015896E7,1.0002879E7,No Label
192.168.100.3-224.0.0.251-5353-5353-17,192.168.100.3,5353,224.0.0.251,5353,17,21/01/2023 12:50:01 PM,100045455,4,1,376.0,94.0,94.0,94.0,94.0,0.0,94.0,94.0,94.0,0.0,4.697864585652591,0.0499772828260914,2.501136375E7,1.0018650439404447E7,4.0039152E7,1.9965544E7,7.9972608E7,2.6657536E7,1.158881946017143E7,4.0039152E7,1.9965544E7,0,0,0,0,0,0,0,0,0,32,8,0.03998182626087312,0.00999545656521828,94.0,94.0,94.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,112.8,94.0,94.0,0,0,0,0,0,0,4,376,1,94,-1,-1,4,0,0,0,0,0,2.501136375E7,1.0018650439404447E7,4.0039152E7,1.9965544E7,No Label
192.168.100.15-66.203.125.13-49701-443-6,66.203.125.13,443,192.168.100.15,49701,6,21/01/2023 12:50:03 PM,92267626,6,5,768.0,1756.0,384.0,0.0,128.0,198.29674732581975,384.0,343.0,351.2,18.335757415498275,27.3552069064831,0.11921841361779481,9226762.6,1.4610134133551167E7,3.1250616E7,820.0,9.1987622E7,1.83975244E7,1.655915680806708E7,3.1250616E7,268640.0,9.2000169E7,2.300004225E7,1.5346211620170029E7,3.1520644E7,2597.0,0,1,0,0,120,100,0.06502822560970627,0.05419018800808855,0.0,384.0,242.33333333333334,179.82685274924035,32337.69696969697,0,0,0,1,1,0,0,0,0.0,264.3636363636364,128.0,351.2,0,0,0,0,0,0,6,768,5,1756,-1,64184,2,0,275637.3333333333,5353.25642327484,280004.0,269665.0,3.0390691333333332E7,823303.7699126205,3.1250616E7,2.9609693E7,No Label
192.168.100.1-239.255.255.250-35525-1900-17,192.168.100.1,35525,239.255.255.250,1900,17,21/01/2023 12:50:09 PM,64957033,7,1,928.0,132.0,133.0,132.0,132.57142857142858,0.5345224838248464,132.0,132.0,132.0,0.0,16.318479324632946,0.12315833452553168,9279576.142857142,2.2953052310431585E7,6.1320316E7,257929.0,6.4699104E7,1.0783184E7,2.476328138794962E7,6.1320316E7,258087.0,0,0,0,0,0,0,0,0,0,56,8,0.10776354270984022,0.01539479181569146,132.0,133.0,132.44444444444446,0.5270462766947243,0.2777777777777718,0,0,0,0,0,0,0,0,0.0,149.0,132.57142857142858,132.0,0,0,0,0,0,0,7,928,1,132,-1,-1,7,0,1818328.0,0.0,1818328.0,1818328.0,6.1320316E7,0.0,6.1320316E7,6.1320316E7,No Label
192.168.100.15-62.67.238.152-49803-443-6,192.168.100.15,49803,62.67.238.152,443,6,21/01/2023 12:52:30 PM,1497160,13,28,2034.0,11279.0,1130.0,0.0,156.46153846153848,323.16600877996007,1300.0,0.0,402.8214285714286,481.77058114536516,8892.169173635417,27.385182612412834,37429.0,98398.87617687405,334956.0,0.0,922659.0,76888.25,137422.63993318038,335237.0,40.0,1497160.0,55450.370370370365,117771.46626481833,335572.0,0.0,0,0,0,0,260,576,8.683106681984556,18.702075930428276,0.0,1300.0,316.97619047619054,446.1700150683697,199067.68234610924,0,1,0,0,0,0,0,0,2.0,324.7073170731707,156.46153846153845,402.82142857142856,0,0,0,0,0,0,13,2034,28,11279,-1,63280,9,0,0,0,0,0,0,0,0,0,No Label
192.168.100.15-62.67.238.152-49803-443-6,192.168.100.15,49803,62.67.238.152,443,6,21/01/2023 12:52:32 PM,366,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,65573.77049180328,8196.72131147541,183.0,7.0710678118654755,188.0,178.0,178.0,178.0,0.0,178.0,178.0,0,0,0,0,0,0,0,0,0,40,20,5464.48087431694,2732.24043715847,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,63789,1,0,0,0,0,0,0,0,0,0,No Label
192.168.100.15-38.113.165.140-49804-443-6,192.168.100.15,49804,38.113.165.140,443,6,21/01/2023 12:52:32 PM,263620,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.173355587588194,87873.33333333334,152020.07901699477,263411.0,94.0,115.0,115.0,0.0,115.0,115.0,263411.0,263411.0,0.0,263411.0,263411.0,0,0,0,0,40,56,7.586677793794097,7.586677793794097,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,21/01/2023 12:50:14 PM,112564779,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21321056384786222,4894120.826086957,9677310.339051059,2.9401412E7,146704.0,1.11610531E8,5073205.954545454,9865956.879824758,2.9401412E7,146704.0,0,0,0,0,0,0,0,0,0,0,0,0.2043267903542013,0.008883773493660926,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23,0,1,0,-1,-1,0,0,6083796.0,150050.49231175485,6193175.0,5912735.0,2.9222694333333332E7,155352.38118655706,2.9401412E7,2.9119943E7,No Label
192.168.100.10-224.0.0.251-5353-5353-17,192.168.100.10,5353,224.0.0.251,5353,17,21/01/2023 12:50:59 PM,102100888,7,1,658.0,94.0,94.0,94.0,94.0,0.0,94.0,94.0,94.0,0.0,7.365264051376321,0.07835387288698215,1.4585841142857144E7,9265805.22665376,2.0172529E7,922854.0,1.01178034E8,1.6863005666666668E7,7711560.04596794,2.0172529E7,1124432.0,0,0,0,0,0,0,0,0,0,56,8,0.06855963877610938,0.009794234110872768,94.0,94.0,94.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,105.75,94.0,94.0,0,0,0,0,0,0,7,658,1,94,-1,-1,7,0,2047286.0,0.0,2047286.0,2047286.0,2.00107204E7,156165.32868501893,2.0172529E7,1.9763078E7,No Label
192.168.100.15-66.110.49.116-49681-443-6,192.168.100.15,49681,66.110.49.116,443,6,21/01/2023 12:50:37 PM,110766021,13,21,708.0,1035.0,99.0,0.0,54.46153846153846,45.62640935652543,113.0,0.0,49.285714285714285,47.12445528294503,15.735872646359663,0.30695333905692973,3356546.090909091,1.0841806590944353E7,4.6341286E7,0.0,6.4219065E7,5351588.749999999,1.2217703511510419E7,4.0835132E7,107.0,1.10765963E8,5538298.150000001,1.370108880959562E7,4.6548269E7,0.0,0,0,0,0,260,420,0.1173645119923555,0.18958882706457425,0.0,113.0,49.82857142857143,46.03865748686941,2119.557983193277,0,0,0,0,1,0,0,0,1.0,51.294117647058826,54.46153846153846,49.285714285714285,0,0,0,0,0,0,13,708,21,1035,-1,63952,8,0,226652.25,40112.54217303278,286813.0,205670.0,2.7410026E7,1.9388669116810177E7,4.6341286E7,5501739.0,No Label
192.168.100.15-52.226.139.121-49679-443-6,192.168.100.15,49679,52.226.139.121,443,6,21/01/2023 12:51:34 PM,231789,1,2,0.0,268.0,0.0,0.0,0.0,0.0,169.0,99.0,134.0,49.49747468305833,1156.223979567624,12.942805741428627,115894.5,105260.62255421065,190325.0,41464.0,0,0,0,0,0,190325.0,190325.0,0.0,190325.0,190325.0,0,1,0,0,20,40,4.314268580476209,8.628537160952417,0.0,169.0,91.75,69.5,4830.249999999999,0,0,0,1,1,0,0,0,2.0,122.33333333333333,0.0,134.0,0,0,0,0,0,0,1,0,2,268,-1,7769,0,0,0,0,0,0,0,0,0,0,No Label
189.1.174.47-192.168.100.15-443-49675-6,192.168.100.15,49675,189.1.174.47,443,6,21/01/2023 12:51:55 PM,110986054,14,16,11.0,1.0,1.0,0.0,0.7857142857142857,0.4258153136263201,1.0,0.0,0.06250000000000001,0.25,0.10812169247858835,0.2703042311964709,3827105.3103448283,4916224.01802149,1.0013481E7,36.0,1.00833042E8,7756387.846153846,4403222.246721577,1.0089969E7,3577.0,1.10986054E8,7399070.266666667,4586555.7300611045,1.0091996E7,9989.0,0,0,0,0,280,464,0.12614197455835308,0.1441622566381178,0.0,1.0,0.41935483870967744,0.501610310127101,0.25161290322580643,0,0,0,0,1,0,0,0,1.0,0.43333333333333335,0.7857142857142857,0.0625,0,0,0,0,0,0,14,11,16,1,-1,501,11,0,76251.45454545456,4640.819159666456,87476.0,71926.0,1.0006495181818182E7,3409.6070981323974,1.0013481E7,1.0002493E7,No Label
192.168.100.3-224.0.0.251-5353-5353-17,192.168.100.3,5353,224.0.0.251,5353,17,21/01/2023 12:52:01 PM,100044528,5,1,470.0,94.0,94.0,94.0,94.0,0.0,94.0,94.0,94.0,0.0,5.63748973856921,0.05997329509116181,2.00089056E7,57280.28563825429,2.0070467E7,1.9952065E7,7.9974102E7,1.99935255E7,52893.5250322131,2.0070467E7,1.9952065E7,0,0,0,0,0,0,0,0,0,40,8,0.049977745909301506,0.0099955491818603,94.0,94.0,94.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,109.66666666666667,94.0,94.0,0,0,0,0,0,0,5,470,1,94,-1,-1,5,0,0,0,0,0,2.00089056E7,57280.28563825429,2.0070467E7,1.9952065E7,No Label
192.168.100.15-66.203.125.13-49701-443-6,66.203.125.13,443,192.168.100.15,49701,6,21/01/2023 12:52:05 PM,91048343,7,5,1152.0,1756.0,384.0,0.0,164.57142857142858,205.25663378874194,384.0,343.0,351.2,18.335757415498275,31.939076584842404,0.13179811520567705,8277122.090909089,1.3950152890133696E7,3.0719589E7,831.0,9.0778568E7,1.5129761333333334E7,1.6285928637451457E7,3.0719589E7,269654.0,9.077941E7,2.26948525E7,1.5142926533584286E7,3.0990107E7,842.0,0,1,0,0,140,100,0.07688223386997828,0.054915881335698774,0.0,384.0,253.23076923076923,176.59754332292482,31186.692307692312,0,0,0,1,1,0,0,0,0.0,274.3333333333333,164.57142857142858,351.2,0,0,0,0,0,0,7,1152,5,1756,-1,64184,3,0,269719.6666666667,61.15826463637873,269775.0,269654.0,2.9989806666666668E7,784752.8471221582,3.0719589E7,2.9159727E7,No Label
192.168.100.1-239.255.255.250-35525-1900-17,192.168.100.1,35525,239.255.255.250,1900,17,21/01/2023 12:52:16 PM,64956353,7,1,928.0,132.0,133.0,132.0,132.57142857142858,0.5345224838248464,132.0,132.0,132.0,0.0,16.318650155743814,0.12315962381693445,9279479.0,2.2951612768657234E7,6.1317026E7,258427.0,6.4694214E7,1.0782369E7,2.476204628582274E7,6.1317026E7,258427.0,0,0,0,0,0,0,0,0,0,56,8,0.10776467083981764,0.015394952977116806,132.0,133.0,132.44444444444446,0.5270462766947243,0.2777777777777718,0,0,0,0,0,0,0,0,0.0,149.0,132.57142857142858,132.0,0,0,0,0,0,0,7,928,1,132,-1,-1,7,0,1821477.0,0.0,1821477.0,1821477.0,6.1317026E7,0.0,6.1317026E7,6.1317026E7,No Label
192.168.100.15-23.61.148.153-49807-80-6,192.168.100.15,49807,23.61.148.153,80,6,21/01/2023 12:53:34 PM,60136867,4,4,213.0,338.0,213.0,0.0,53.25,106.5,338.0,0.0,84.5,169.0,9.162432755268078,0.1330298766645093,8590981.0,2.2650107281921037E7,5.9956551E7,1.0,6.0069306E7,2.0023102E7,3.4583425923912466E7,5.9956551E7,818.0,127717.0,42572.33333333333,37039.23996700437,67417.0,1.0,0,0,0,0,80,104,0.06651493833225465,0.06651493833225465,0.0,338.0,61.22222222222222,125.43900686965138,15734.944444444447,0,1,0,0,0,0,0,0,1.0,68.875,53.25,84.5,0,0,0,0,0,0,4,213,4,338,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.100.15-66.110.49.114-49805-443-6,192.168.100.15,49805,66.110.49.114,443,6,21/01/2023 12:52:34 PM,61523767,15,12,2628.0,2601.0,1412.0,0.0,175.19999999999996,367.46237902675153,1300.0,0.0,216.75,401.3389238762941,84.99154481226743,0.43885479249019327,2366298.7307692305,1.175583917547968E7,6.0002014E7,0.0,6.1041864E7,4360133.142857143,1.6074838082012381E7,6.0209396E7,5.0,6.1523767E7,5593069.727272727,1.8125096494959075E7,6.0241086E7,0.0,0,0,0,0,300,256,0.24380821805010736,0.19504657444008588,0.0,1412.0,186.75000000000009,370.67901907875125,137402.93518518523,0,1,0,0,0,0,0,0,0.0,193.66666666666666,175.2,216.75,0,0,0,0,0,0,15,2628,12,2601,-1,63540,11,0,1282681.0,0.0,1282681.0,1282681.0,6.0002014E7,0.0,6.0002014E7,6.0002014E7,No Label
192.168.100.15-23.38.153.77-49806-443-6,192.168.100.15,49806,23.38.153.77,443,6,21/01/2023 12:53:00 PM,109925438,18,34,1281.0,38487.0,960.0,0.0,71.16666666666669,228.0784823643981,1412.0,0.0,1131.9705882352941,549.1083949565557,361.77249527993695,0.47304792181041844,2155400.7450980395,1.5324604822070189E7,1.09448955E8,0.0,1.09839158E8,6461126.94117647,2.6539377796764E7,1.09448955E8,236.0,476417.0,14436.87878787879,32609.81679624785,111754.0,0.0,0,0,0,0,360,704,0.16374735754976022,0.3093005642606582,0.0,1412.0,750.3396226415095,688.5367411959786,474082.84397677804,0,1,0,0,0,0,0,0,1.0,764.7692307692307,71.16666666666667,1131.9705882352941,0,0,0,0,0,0,18,1281,34,38487,-1,501,3,0,0,0,0,0,0,0,0,0,No Label
192.168.100.15-23.38.153.77-49806-443-6,23.38.153.77,443,192.168.100.15,49806,6,21/01/2023 12:54:50 PM,1,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,3.1E7,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,1000000.0,1000000.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,21/01/2023 12:52:35 PM,112953778,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20362311387229562,5134262.636363637,9630966.242131617,2.9751463E7,444676.0,1.12250139E8,5345244.714285714,9816568.94721944,2.9751463E7,444676.0,0,0,0,0,0,0,0,0,0,0,0,0.19476993500828277,0.008853178864012852,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,22,0,1,0,-1,-1,0,0,6654981.666666667,935172.807719158,7213665.0,5575357.0,2.8676217666666668E7,931189.784192961,2.9751463E7,2.8138457E7,No Label
192.168.100.10-224.0.0.251-5353-5353-17,192.168.100.10,5353,224.0.0.251,5353,17,21/01/2023 12:53:01 PM,100044758,5,1,470.0,94.0,94.0,94.0,94.0,0.0,94.0,94.0,94.0,0.0,5.637476778143639,0.059973157214294026,2.00089516E7,116873.32124270263,2.0172938E7,1.9865566E7,7.987182E7,1.9967955E7,83711.94387501304,2.0070617E7,1.9865566E7,0,0,0,0,0,0,0,0,0,40,8,0.04997763101191169,0.009995526202382338,94.0,94.0,94.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,109.66666666666667,94.0,94.0,0,0,0,0,0,0,5,470,1,94,-1,-1,5,0,0,0,0,0,2.00089516E7,116873.32124270263,2.0172938E7,1.9865566E7,No Label
192.168.100.15-66.110.49.116-49681-443-6,192.168.100.15,49681,66.110.49.116,443,6,21/01/2023 12:53:28 PM,60432719,1,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.33333333333333337,0.5773502691896257,0.03309465523138219,0.06618931046276438,2.0144239666666664E7,3.452309499811685E7,6.0008076E7,210636.0,0,0,0,0,0,6.0432719E7,3.02163595E7,4.242973380859833E7,6.0218712E7,214007.0,0,0,0,0,20,60,0.016547327615691096,0.04964198284707329,0.0,1.0,0.6,0.5477225575051661,0.29999999999999993,0,0,0,0,1,0,0,0,3.0,0.75,1.0,0.3333333333333333,0,0,0,0,0,0,1,1,3,1,-1,63952,1,0,214007.0,0.0,214007.0,214007.0,6.0008076E7,0.0,6.0008076E7,6.0008076E7,No Label
